SHOP_CODE,EQPT,AGENCY_CODE,DELAY_FREQ,REMARKS_CATEGORY,DELAY_DURN,MONTH,SEASON
2,LOCP,O,1.0,Others,0.3,10,Winter
9,MILL,C,1.0,Production Change,0.15,10,Winter
9,MILL,O,1.0,Others,0.15,10,Winter
9,MILL,S,1.0,Others,0.3,10,Winter
9,MILL,M,1.0,Others,0.3,10,Winter
8,MILL,C,1.0,Maintenance,0.15,10,Winter
1,CT-1,S,1.0,Others,2.45,10,Winter
6,CONV-C,O,1.0,Others,1.2,10,Winter
1,CT-1,ID,1.0,Operational Delay,6.15,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
1,CT-1,C,1.0,Others,0.45,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
8,MILL,SD,1.0,Shutdown,4.0,10,Winter
5,F/C-1,S,1.0,Others,1.0,10,Winter
5,F/C-2,S,1.0,Others,1.0,10,Winter
6,CONV-B,O,1.0,Others,0.25,10,Winter
4,M/C-1,C,1.0,Others,0.15,10,Winter
4,M/C-1,MIS,1.0,Conveyor Failure,0.15,10,Winter
4,M/C-2,MIS,1.0,Conveyor Failure,0.15,10,Winter
4,M/C-2,MIS,1.0,Conveyor Failure,0.15,10,Winter
4,M/C-1,MIS,1.0,Conveyor Failure,0.15,10,Winter
2,OT-1,O,1.0,Others,2.5,10,Winter
2,OT-2,O,1.0,Others,1.5,10,Winter
2,OT-1,ID,1.0,Operational Delay,1.4,10,Winter
9,MILL,O,1.0,Others,0.3,10,Winter
4,M/C-1,M,1.0,Others,0.35,10,Winter
6,CCM-2,ID,1.0,Operational Delay,1.15,10,Winter
9,MILL,CR,1.0,Others,4.0,10,Winter
9,MILL,C,1.0,Production Change,1.15,10,Winter
6,CONV-A,O,1.0,Others,1.15,10,Winter
6,CONV-A,O,1.0,Others,0.3,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
6,CONV-C,O,1.0,Others,0.3,10,Winter
6,CCM-1,O,1.0,Others,1.15,10,Winter
3,CPP,E,1.0,Others,1.45,10,Winter
9,MILL,O,1.0,Others,0.3,10,Winter
6,CCM-1,ID,1.0,Operational Delay,1.05,10,Winter
2,OT-1,SD,1.0,Shutdown,13.3,10,Winter
6,CCM-5,ID,1.0,Operational Delay,1.0,10,Winter
6,CCM-6,O,1.0,Others,3.5,10,Winter
6,CONV-B,O,1.0,Others,0.45,10,Winter
2,OT-1,C,1.0,Others,0.35,10,Winter
2,OT-3,C,1.0,Others,1.1,10,Winter
15,FK-3,ID,1.0,Operational Delay,24.0,10,Winter
15,FK-2,ID,1.0,Operational Delay,24.0,10,Winter
4,M/C-2,M,1.0,Others,0.2,10,Winter
10,BOILER-4,CR,1.0,Others,24.0,10,Winter
9,MILL,M,1.0,Others,0.05,10,Winter
6,CCM-5,O,1.0,Others,4.0,10,Winter
1,CT-2,ID,1.0,Operational Delay,2.35,10,Winter
5,PCM,ID,1.0,Operational Delay,24.0,10,Winter
2,OT-1,ID,1.0,Operational Delay,0.05,10,Winter
10,TB-2,M,1.0,Others,10.3,10,Winter
7,BILLET MIL,C,1.0,Production Change,0.2,10,Winter
7,BILLET MIL,MS,1.0,Others,1.2,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,10,Winter
1,CT-2,C,1.0,Others,0.55,10,Winter
2,LOCP,SD,1.0,Shutdown,11.0,10,Winter
8,MILL,C,1.0,Maintenance,0.05,10,Winter
1,CT-2,ID,1.0,Operational Delay,2.0,10,Winter
9,MILL,I,1.0,Others,0.05,10,Winter
5,PCM,ID,1.0,Operational Delay,24.0,10,Winter
9,MILL,O,1.0,Maintenance,0.15,10,Winter
1,CT-1,C,1.0,Others,0.4,10,Winter
6,CONV-B,O,1.0,Others,0.4,10,Winter
8,MILL,C,1.0,Others,0.25,10,Winter
5,PCM,ID,1.0,Operational Delay,8.0,10,Winter
7,BAR MILL,SD,1.0,Others,4.0,10,Winter
4,M/C-1,O,1.0,Others,0.15,10,Winter
5,F/C-1,O,1.0,Others,0.2,10,Winter
6,CCM-5,O,1.0,Others,2.1,10,Winter
6,CCM-2,O,1.0,Others,2.1,10,Winter
6,CCM-1,ID,1.0,Operational Delay,13.0,10,Winter
2,OT-2,C,1.0,Others,0.3,10,Winter
1,CT-2,ID,1.0,Operational Delay,0.45,10,Winter
1,CT-1,ID,1.0,Operational Delay,6.1,10,Winter
8,MILL,O,1.0,Others,0.2,10,Winter
8,MILL,E,1.0,Others,0.5,10,Winter
5,PCM,ID,1.0,Operational Delay,8.0,10,Winter
7,BILLET MIL,MIS,1.0,Others,2.3,10,Winter
8,MILL,E,1.0,Others,0.05,10,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,10,Winter
6,CCM-2,ID,1.0,Operational Delay,3.3,10,Winter
10,GETS,S,1.0,Others,0.25,10,Winter
10,GETS,S,1.0,Others,0.3,10,Winter
2,OT-1,ID,1.0,Operational Delay,5.05,10,Winter
2,OT-2,ID,1.0,Operational Delay,3.3,10,Winter
1,CT-2,SD,1.0,Shutdown,10.15,10,Winter
1,CT-1,C,1.0,Others,0.35,10,Winter
6,CONV-B,E,1.0,Others,1.3,10,Winter
2,OT-1,ID,1.0,Operational Delay,9.55,10,Winter
6,CCM-2,O,1.0,Others,0.3,10,Winter
7,BAR MILL,SD,1.0,Others,4.0,10,Winter
4,M/C-1,M,1.0,Others,1.0,10,Winter
4,M/C-1,M,1.0,Others,0.3,10,Winter
3,CSP,E,1.0,Others,1.0,10,Winter
3,CSP,O,1.0,Others,3.0,10,Winter
9,MILL,CR,1.0,Others,4.3,10,Winter
9,MILL,SD,1.0,Others,2.0,10,Winter
8,MILL,E,1.0,Others,0.07,10,Winter
2,OT-1,C,1.0,Others,1.0,10,Winter
8,MILL,C,1.0,Others,0.35,10,Winter
8,MILL,O,1.0,Others,0.25,10,Winter
3,CSP,M,1.0,Others,4.05,10,Winter
7,BILLET MIL,MS,1.0,Others,0.45,10,Winter
7,BAR MILL,MIS,1.0,Others,0.45,10,Winter
7,BAR MILL,C,1.0,Production Change,0.3,10,Winter
2,OT-2,ID,1.0,Operational Delay,8.15,10,Winter
4,RMB,M,1.0,Others,1.0,10,Winter
5,F/C-2,E,1.0,Others,0.4,10,Winter
5,PCM,ID,1.0,Operational Delay,4.0,10,Winter
5,PCM,C,1.0,Others,4.0,10,Winter
7,BAR MILL,C,1.0,Production Change,0.3,10,Winter
3,CPP,SD,1.0,Shutdown,4.0,10,Winter
5,PCM,ID,2.0,Operational Delay,8.0,10,Winter
5,PCM,SD,1.0,Shutdown,12.0,10,Winter
8,MILL,C,1.0,Production Change,0.15,10,Winter
1,CT-1,ID,1.0,Operational Delay,8.4,10,Winter
15,FK-2,ID,1.0,Operational Delay,24.0,10,Winter
15,FK-3,ID,1.0,Operational Delay,24.0,10,Winter
10,BPTS,M,1.0,Others,19.4,10,Winter
6,CCM-2,ID,1.0,Operational Delay,13.25,10,Winter
2,OT-2,C,1.0,Others,2.0,10,Winter
8,MILL,C,1.0,Maintenance,0.2,10,Winter
4,RMB,MS,1.0,Others,1.3,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,10,Winter
1,WBRC,SD,1.0,Shutdown,9.3,10,Winter
8,MILL,O,1.0,Others,0.06,10,Winter
10,BOILER-4,CR,1.0,Others,24.0,10,Winter
8,MILL,C,1.0,Maintenance,0.15,10,Winter
2,OT-3,ID,1.0,Operational Delay,17.0,10,Winter
1,CT-2,C,1.0,Others,0.3,10,Winter
1,CT-2,M,1.0,Others,0.5,10,Winter
1,CT-2,ID,1.0,Operational Delay,5.0,10,Winter
2,OT-2,C,1.0,Others,0.4,10,Winter
2,OT-3,C,1.0,Others,0.35,10,Winter
6,CONV-C,O,1.0,Others,1.0,10,Winter
6,CONV-A,O,1.0,Others,1.15,10,Winter
8,MILL,M,1.0,Others,0.2,10,Winter
6,CONV-B,O,1.0,Others,0.2,10,Winter
8,MILL,S,1.0,Others,0.15,10,Winter
8,MILL,C,1.0,Maintenance,0.1,10,Winter
8,MILL,O,1.0,Others,0.15,10,Winter
6,CCM-3,ID,1.0,Operational Delay,3.0,10,Winter
6,CONV-B,O,1.0,Others,0.2,10,Winter
7,BILLET MIL,C,1.0,Others,0.15,10,Winter
6,CCM-1,O,1.0,Others,1.35,10,Winter
8,MILL,E,1.0,Others,0.15,10,Winter
7,BILLET MIL,C,1.0,Production Change,0.45,10,Winter
8,MILL,C,1.0,Others,0.3,10,Winter
2,OT-3,C,1.0,Others,0.1,10,Winter
8,MILL,S,1.0,Others,0.1,10,Winter
6,CONV-C,O,1.0,Others,0.15,10,Winter
8,MILL,E,1.0,Others,0.1,10,Winter
8,MILL,C,1.0,Others,0.2,10,Winter
8,MILL,C,1.0,Production Change,0.1,10,Winter
8,MILL,C,1.0,Production Change,0.15,10,Winter
8,MILL,C,1.0,Maintenance,0.15,10,Winter
8,MILL,C,1.0,Others,0.3,10,Winter
8,MILL,O,1.0,Others,0.1,10,Winter
8,MILL,O,1.0,Others,0.1,10,Winter
2,LOCP,M,1.0,Others,2.0,10,Winter
8,MILL,M,1.0,Others,0.07,10,Winter
7,BILLET MIL,C,1.0,Others,0.15,10,Winter
6,CONV-A,O,1.0,Others,0.15,10,Winter
6,CONV-A,M,1.0,Maintenance,1.0,10,Winter
6,CONV-A,O,1.0,Others,0.4,10,Winter
3,CPP,SD,1.0,Shutdown,4.0,10,Winter
4,M/C-1,M,1.0,Others,0.15,10,Winter
4,M/C-1,MIS,1.0,Conveyor Failure,0.15,10,Winter
4,M/C-2,MIS,1.0,Conveyor Failure,0.15,10,Winter
15,TBDB PLANT,SD,1.0,Shutdown,8.0,10,Winter
9,MILL,E,1.0,Others,0.1,10,Winter
5,PCM,ID,1.0,Operational Delay,8.0,10,Winter
9,MILL,M,1.0,Others,0.1,10,Winter
9,MILL,E,1.0,Others,0.1,10,Winter
8,MILL,S,1.0,Others,0.05,10,Winter
7,BAR MILL,O,1.0,Others,1.3,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,MIS,1.0,Others,0.1,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.2,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.2,10,Winter
7,BILLET MIL,MS,1.0,Others,1.2,10,Winter
10,BPTS,M,1.0,Others,24.0,10,Winter
6,CCM-3,ID,1.0,Operational Delay,6.0,10,Winter
8,MILL,M,1.0,Others,1.05,10,Winter
6,CCM-3,ID,1.0,Operational Delay,3.25,10,Winter
8,MILL,C,1.0,Maintenance,0.3,10,Winter
2,OT-3,ID,1.0,Operational Delay,7.5,10,Winter
9,MILL,O,1.0,Others,0.3,10,Winter
7,BAR MILL,S,1.0,Others,0.4,10,Winter
9,MILL,C,1.0,Others,0.1,10,Winter
5,PCM,ID,1.0,Operational Delay,24.0,10,Winter
8,MILL,S,1.0,Others,0.15,10,Winter
6,CCM-3,O,1.0,Others,1.1,10,Winter
6,CCM-2,ID,1.0,Operational Delay,14.15,10,Winter
7,BILLET MIL,MS,1.0,Others,1.1,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.2,10,Winter
2,OT-1,ID,1.0,Operational Delay,1.05,10,Winter
2,OT-1,C,1.0,Others,0.5,10,Winter
2,OT-2,C,1.0,Others,0.55,10,Winter
9,MILL,O,1.0,Others,0.1,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,10,Winter
8,MILL,E,1.0,Others,3.3,10,Winter
6,CONV-B,O,1.0,Others,1.1,10,Winter
8,MILL,E,1.0,Others,0.2,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
8,MILL,C,1.0,Others,0.2,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.2,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
8,MILL,C,1.0,Production Change,0.1,10,Winter
8,MILL,O,1.0,Others,0.3,10,Winter
8,MILL,E,1.0,Others,0.1,10,Winter
8,MILL,S,1.0,Others,0.2,10,Winter
8,MILL,E,1.0,Others,0.07,10,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,10,Winter
8,MILL,O,1.0,Others,0.06,10,Winter
9,MILL,CR,1.0,Others,4.3,10,Winter
9,MILL,C,1.0,Production Change,2.15,10,Winter
2,LOCP,M,1.0,Others,1.3,10,Winter
7,BAR MILL,C,1.0,Production Change,0.3,10,Winter
8,MILL,M,1.0,Others,0.07,10,Winter
2,OT-2,S,1.0,Others,2.2,10,Winter
1,CT-1,C,1.0,Others,0.3,10,Winter
2,OT-1,C,1.0,Others,0.55,10,Winter
7,BILLET MIL,C,1.0,Production Change,0.15,10,Winter
2,OT-3,C,1.0,Others,2.1,10,Winter
2,OT-2,C,1.0,Others,0.35,10,Winter
2,OT-2,ID,1.0,Operational Delay,5.55,10,Winter
2,OT-1,ID,1.0,Operational Delay,1.15,10,Winter
2,LOCP,O,1.0,Others,3.0,10,Winter
2,LOCP,M,1.0,Others,5.35,10,Winter
7,BILLET MIL,C,1.0,Others,1.0,10,Winter
7,BILLET MIL,MS,1.0,Others,0.3,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,10,Winter
5,F/C-1,O,1.0,Others,0.45,10,Winter
4,M/C-2,M,1.0,Others,0.3,10,Winter
2,OT-1,S,1.0,Others,2.3,10,Winter
2,LOCP,M,1.0,Others,3.0,10,Winter
7,BILLET MIL,C,1.0,Production Change,0.15,10,Winter
2,OT-1,C,1.0,Others,1.15,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
2,OT-2,ID,1.0,Operational Delay,1.5,10,Winter
7,BILLET MIL,MIS,1.0,Others,1.25,10,Winter
6,CCM-4,O,1.0,Others,2.2,10,Winter
6,CCM-2,O,1.0,Others,1.5,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
1,CT-2,ID,1.0,Operational Delay,8.0,10,Winter
1,CT-1,ID,1.0,Operational Delay,11.3,10,Winter
4,M/C-2,M,1.0,Others,0.15,10,Winter
4,M/C-1,M,1.0,Others,0.15,10,Winter
6,CCM-4,ID,1.0,Operational Delay,13.4,10,Winter
6,CONV-A,O,1.0,Others,1.0,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
1,CT-1,ID,1.0,Operational Delay,6.1,10,Winter
5,F/C-1,O,1.0,Others,0.15,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.2,10,Winter
2,OT-3,ID,1.0,Operational Delay,4.4,10,Winter
2,OT-3,M,1.0,Others,1.4,10,Winter
2,OT-2,C,1.0,Others,1.4,10,Winter
15,FK-3,ID,1.0,Operational Delay,24.0,10,Winter
10,BOILER-4,CR,1.0,Others,24.0,10,Winter
6,CCM-2,ID,1.0,Operational Delay,1.55,10,Winter
5,PCM,ID,1.0,Operational Delay,20.0,10,Winter
5,F/C-1,O,1.0,Others,1.25,10,Winter
5,PCM,ID,1.0,Operational Delay,12.0,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
5,PCM,SD,1.0,Shutdown,16.0,10,Winter
5,PCM,ID,1.0,Operational Delay,8.0,10,Winter
5,PCM,ID,1.0,Operational Delay,6.0,10,Winter
9,MILL,I,1.0,Others,0.4,10,Winter
15,TBDB PLANT,SD,1.0,Shutdown,8.0,10,Winter
10,BOILER-2,O,1.0,Others,1.3,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
6,CONV-A,O,1.0,Others,0.5,10,Winter
6,CONV-C,O,1.0,Others,0.4,10,Winter
15,FK-2,ID,1.0,Operational Delay,24.0,10,Winter
2,OT-1,ID,1.0,Operational Delay,3.2,10,Winter
8,MILL,O,1.0,Others,0.05,10,Winter
7,BAR MILL,C,1.0,Others,1.0,10,Winter
1,CT-2,ID,1.0,Operational Delay,16.0,10,Winter
9,MILL,E,1.0,Others,0.05,10,Winter
9,MILL,M,1.0,Others,0.1,10,Winter
9,MILL,C,1.0,Maintenance,0.15,10,Winter
9,MILL,E,1.0,Others,0.05,10,Winter
8,MILL,E,1.0,Others,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
8,MILL,E,1.0,Others,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,1.0,10,Winter
8,MILL,C,1.0,Others,0.4,10,Winter
8,MILL,O,1.0,Others,0.05,10,Winter
8,MILL,C,1.0,Others,0.1,10,Winter
8,MILL,C,1.0,Maintenance,0.1,10,Winter
8,MILL,O,1.0,Others,0.2,10,Winter
8,MILL,C,1.0,Maintenance,0.2,10,Winter
7,BAR MILL,C,1.0,Production Change,0.3,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.3,10,Winter
8,MILL,E,1.0,Others,0.4,10,Winter
9,MILL,C,1.0,Others,0.1,10,Winter
2,OT-2,C,1.0,Others,0.45,10,Winter
9,MILL,C,1.0,Production Change,1.2,10,Winter
15,TBDB PLANT,SD,1.0,Shutdown,8.0,10,Winter
9,MILL,M,1.0,Others,0.1,10,Winter
2,OT-3,C,1.0,Production Change,1.5,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
6,CONV-A,O,1.0,Others,1.2,10,Winter
7,BAR MILL,SD,1.0,Others,4.0,10,Winter
7,BAR MILL,SD,1.0,Others,4.0,10,Winter
5,F/C-1,M,1.0,Others,0.15,10,Winter
7,BILLET MIL,MIS,1.0,Others,2.35,10,Winter
9,MILL,E,1.0,Others,0.05,10,Winter
9,MILL,E,1.0,Others,0.1,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,10,Winter
2,OT-3,C,1.0,Production Change,0.3,10,Winter
2,OT-3,ID,1.0,Operational Delay,2.15,10,Winter
6,CCM-2,ID,1.0,Operational Delay,11.3,10,Winter
6,CCM-3,ID,1.0,Operational Delay,7.3,10,Winter
2,OT-2,ID,1.0,Operational Delay,4.3,10,Winter
4,M/C-1,M,1.0,Others,0.25,10,Winter
9,MILL,I,1.0,Others,0.1,10,Winter
6,CONV-B,MS,1.0,Others,0.3,10,Winter
1,CT-2,ID,1.0,Operational Delay,16.0,10,Winter
9,MILL,CR,1.0,Others,4.3,10,Winter
9,MILL,C,1.0,Maintenance,0.2,10,Winter
8,MILL,C,1.0,Maintenance,0.2,10,Winter
1,CT-1,ID,1.0,Operational Delay,7.0,10,Winter
6,CCM-2,O,1.0,Conveyor Failure,1.55,10,Winter
6,CCM-1,ID,1.0,Operational Delay,10.35,10,Winter
10,BOILER-4,CR,1.0,Others,24.0,10,Winter
9,MILL,C,1.0,Others,0.1,10,Winter
15,FK-3,ID,1.0,Operational Delay,24.0,10,Winter
9,MILL,C,1.0,Production Change,0.1,10,Winter
7,BILLET MIL,C,1.0,Others,0.5,10,Winter
6,CONV-B,O,1.0,Others,0.2,10,Winter
7,BILLET MIL,S,1.0,Others,0.45,10,Winter
7,BILLET MIL,MS,1.0,Others,0.1,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,10,Winter
6,CONV-B,O,1.0,Others,1.1,10,Winter
6,CONV-C,O,1.0,Others,0.25,10,Winter
6,CONV-A,O,1.0,Others,0.15,10,Winter
7,BAR MILL,MIS,3.0,Others,0.55,10,Winter
4,RMB,O,1.0,Others,1.0,10,Winter
4,M/C-1,M,1.0,Operational Delay,0.15,10,Winter
5,PCM,SD,1.0,Others,12.0,10,Winter
5,PCM,ID,1.0,Operational Delay,4.0,10,Winter
5,PCM,ID,1.0,Operational Delay,6.0,10,Winter
9,MILL,M,1.0,Others,0.1,10,Winter
6,CCM-6,ID,1.0,Operational Delay,8.05,10,Winter
2,LOCP,M,1.0,Others,1.45,10,Winter
7,BILLET MIL,C,1.0,Others,0.3,10,Winter
7,BILLET MIL,C,1.0,Others,0.3,10,Winter
7,BILLET MIL,C,1.0,Others,0.45,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
5,PCM,ID,1.0,Operational Delay,6.0,10,Winter
6,CONV-B,O,1.0,Others,0.2,10,Winter
7,BAR MILL,C,1.0,Production Change,1.0,10,Winter
2,LOCP,M,1.0,Others,1.1,10,Winter
5,PCM,ID,1.0,Operational Delay,8.0,10,Winter
5,PCM,ID,1.0,Operational Delay,2.0,10,Winter
5,PCM,ID,1.0,Operational Delay,4.0,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
8,MILL,O,1.0,Others,1.0,10,Winter
5,PCM,C,1.0,Others,4.0,10,Winter
8,MILL,E,1.0,Others,4.0,10,Winter
8,MILL,M,1.0,Others,6.0,10,Winter
9,MILL,C,1.0,Others,0.1,10,Winter
9,MILL,E,1.0,Others,0.05,10,Winter
9,MILL,C,1.0,Production Change,0.15,10,Winter
9,MILL,O,1.0,Others,0.15,10,Winter
1,CT-1,ID,1.0,Operational Delay,10.1,10,Winter
5,PCM,C,1.0,Others,3.0,10,Winter
2,OT-1,ID,1.0,Operational Delay,9.15,10,Winter
8,MILL,C,1.0,Others,2.0,10,Winter
7,BILLET MIL,C,1.0,Maintenance,0.15,10,Winter
9,MILL,E,1.0,Others,0.05,10,Winter
9,MILL,O,1.0,Others,0.3,10,Winter
9,MILL,O,1.0,Others,0.15,10,Winter
8,MILL,SD,1.0,Shutdown,13.3,10,Winter
6,CCM-3,O,1.0,Others,1.1,10,Winter
6,CONV-C,O,1.0,Others,1.4,10,Winter
2,OT-2,C,1.0,Others,1.0,10,Winter
10,BPTS,M,1.0,Others,6.45,10,Winter
15,FK-2,ID,1.0,Operational Delay,24.0,10,Winter
1,CT-2,ID,1.0,Operational Delay,8.0,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
2,OT-3,M,1.0,Others,2.45,10,Winter
2,OT-1,MIS,1.0,Others,2.4,10,Winter
2,BRC,SD,1.0,Shutdown,8.0,10,Winter
2,OT-3,S,1.0,Others,3.55,10,Winter
2,OT-2,C,1.0,Others,1.0,10,Winter
2,OT-2,ID,1.0,Operational Delay,0.3,10,Winter
1,CT-1,C,1.0,Others,0.3,10,Winter
6,CCM-6,O,1.0,Others,3.5,10,Winter
2,OT-1,O,1.0,Others,2.25,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
6,CONV-B,SD,1.0,Others,3.0,10,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,10,Winter
6,CONV-A,O,1.0,Others,0.5,10,Winter
2,OT-2,M,1.0,Others,1.0,10,Winter
8,MILL,O,1.0,Others,0.2,10,Winter
8,MILL,E,1.0,Maintenance,0.1,10,Winter
9,MILL,E,1.0,Others,0.05,10,Winter
9,MILL,C,1.0,Production Change,0.1,10,Winter
9,MILL,C,1.0,Maintenance,0.2,10,Winter
9,MILL,C,1.0,Production Change,1.1,10,Winter
6,CONV-A,SD,1.0,Others,8.3,10,Winter
6,CCM-2,O,1.0,Others,2.3,10,Winter
6,CCM-3,ID,1.0,Operational Delay,1.25,10,Winter
8,MILL,C,1.0,Maintenance,0.1,10,Winter
2,OT-3,C,1.0,Production Change,1.0,10,Winter
9,MILL,CR,1.0,Others,4.3,10,Winter
9,MILL,O,1.0,Others,0.3,10,Winter
15,FK-2,ID,1.0,Operational Delay,6.15,10,Winter
7,BILLET MIL,C,1.0,Others,0.15,10,Winter
7,BILLET MIL,C,1.0,Others,0.3,10,Winter
7,BILLET MIL,O,1.0,Others,1.0,10,Winter
2,OT-2,MIS,1.0,Operational Delay,1.1,10,Winter
9,MILL,C,1.0,Others,0.1,10,Winter
9,MILL,C,1.0,Others,0.2,10,Winter
9,MILL,C,1.0,Production Change,0.15,10,Winter
5,PCM,ID,1.0,Operational Delay,2.0,10,Winter
5,PCM,ID,1.0,Operational Delay,4.0,10,Winter
5,PCM,C,1.0,Others,4.0,10,Winter
5,PCM,ID,1.0,Operational Delay,8.0,10,Winter
5,PCM,ID,1.0,Operational Delay,4.0,10,Winter
7,BAR MILL,C,1.0,Others,0.4,10,Winter
6,CONV-B,O,1.0,Others,0.2,10,Winter
6,CCM-3,ID,1.0,Operational Delay,3.1,10,Winter
10,BOILER-4,CR,1.0,Others,24.0,10,Winter
15,FK-3,ID,1.0,Operational Delay,24.0,10,Winter
1,CT-1,ID,1.0,Operational Delay,1.3,10,Winter
5,F/C-1,O,1.0,Others,0.15,10,Winter
2,OT-1,O,1.0,Production Change,2.05,10,Winter
2,OT-2,C,1.0,Maintenance,1.25,10,Winter
2,BRC,SD,1.0,Others,5.0,10,Winter
1,CT-1,ID,1.0,Operational Delay,4.05,10,Winter
1,CT-2,ID,1.0,Operational Delay,12.0,10,Winter
15,TBDB PLANT,ID,1.0,Operational Delay,16.0,10,Winter
8,MILL,C,1.0,Maintenance,0.2,10,Winter
8,MILL,C,1.0,Others,0.4,10,Winter
8,MILL,M,1.0,Others,0.1,10,Winter
8,MILL,S,1.0,Others,0.1,10,Winter
8,MILL,O,1.0,Others,0.2,10,Winter
8,MILL,C,1.0,Others,0.25,10,Winter
7,BILLET MIL,C,1.0,Others,0.45,10,Winter
7,BILLET MIL,C,1.0,Others,0.45,10,Winter
7,BAR MILL,C,1.0,Others,0.2,10,Winter
7,BAR MILL,MIS,1.0,Others,1.45,10,Winter
7,BAR MILL,C,1.0,Others,1.3,10,Winter
8,MILL,C,1.0,Maintenance,0.1,10,Winter
1,CT-1,ID,1.0,Operational Delay,0.05,10,Winter
8,MILL,S,1.0,Others,0.2,10,Winter
2,OT-3,C,1.0,Production Change,0.15,10,Winter
6,CCM-6,ID,1.0,Operational Delay,1.25,10,Winter
7,BILLET MIL,C,1.0,Production Change,0.15,10,Winter
6,CCM-5,ID,1.0,Operational Delay,6.55,10,Winter
7,BAR MILL,C,1.0,Production Change,0.2,10,Winter
7,BAR MILL,C,1.0,Maintenance,0.2,10,Winter
7,BAR MILL,C,1.0,Production Change,0.4,10,Winter
8,MILL,O,1.0,Others,0.1,10,Winter
2,BRC,SD,1.0,Others,7.45,10,Winter
2,BRC,E,1.0,Others,1.2,10,Winter
9,MILL,E,1.0,Others,0.2,10,Winter
9,MILL,O,1.0,Others,0.15,10,Winter
6,CONV-C,O,1.0,Others,1.3,10,Winter
6,CONV-A,O,1.0,Others,1.2,10,Winter
6,CCM-5,O,1.0,Others,1.45,10,Winter
1,CT-2,C,1.0,Others,0.45,10,Winter
6,CONV-B,O,1.0,Others,0.3,10,Winter
7,BILLET MIL,MIS,1.0,Others,1.3,10,Winter
2,BRC,O,1.0,Others,2.3,10,Winter
6,CCM-2,O,1.0,Others,1.1,10,Winter
6,CCM-6,O,1.0,Others,1.45,10,Winter
8,MILL,O,1.0,Others,0.1,10,Winter
2,BRC,O,1.0,Others,2.3,10,Winter
2,OT-1,SD,1.0,Others,1.1,10,Winter
2,BRC,E,1.0,Others,1.2,10,Winter
2,BRC,SD,1.0,Shutdown,5.0,10,Winter
2,LOCP,SD,1.0,Shutdown,4.3,10,Winter
2,OT-3,C,1.0,Others,0.35,10,Winter
2,OT-2,SD,1.0,Shutdown,0.4,10,Winter
2,OT-1,E,1.0,Others,1.2,10,Winter
1,WBRC,M,1.0,Others,3.0,10,Winter
8,MILL,O,1.0,Others,0.1,10,Winter
9,MILL,O,1.0,Others,0.15,10,Winter
6,CCM-4,ID,1.0,Operational Delay,2.2,10,Winter
5,PCM,SD,1.0,Others,12.0,10,Winter
5,PCM,ID,1.0,Operational Delay,4.0,10,Winter
